"LP";"Numer kodowy ";"Nazwa produktu";"odpadki";"wartość energetyczna";;"woda";"białko ogółem";"białko zwierzęce";"białko roślinne";"tłuszcz";"węglowodany ogółem";"popiół";"składniki mineralne";;;;;;;;;"witaminy";;;;;;;;;;;;"kwasy tłuszczowe nasycone";;;;;;;;;;;;"kwasy tłuszczowe jednonienasycone";;;;;;;;"kwasy tłuszczowe wielonienasycone";;;;;;;;;"cholesterol";"aminokwasy";;;;;;;;;;;;;;;;;;"węglowodany";;;;"% energii z:";;
;;;;;;;;;;;;;"sód";"potas";"wapń";"fosfor";"magnez";"żelazo";"cynk";"miedź";"mangan";"ek.retinolu";"retinol";"beta-karoten";"D";"E";"tiamina";"ryboflawina";"niacyna";" B6";"foliany";" B12";"C";"C 4:0";"C 6:0";"C 8:0";"C 10:0";"C 12:0";"C 14:0";"C 15:0";"C 16:0";"C 17:0";"C 18:0";"C 20:0";"ogółem";"C 14:1";"C 15:1";"C 16:1";"C 17:1";"C 18:1";"C 20:1";"C 22:1";"ogółem";"C 18:2";"C 18:3";"C 18:4";"C 20:3";"C 20:4";"C 20:5";"C 22:5";"C 22:6";"ogółem";;"izoleucyna";"leucyna";"lizyna";"metionina";"cystyna";"fenylo-alanina";"tyrozyna";"treonina";"tryptofan";"walina";"arginina";"histydyna";"alanina";"kwas asparaginowy";"kwas glutaminowy";"glicyna";"prolina";"seryna";"sacharoza";"laktoza";"skrobia";"błonnik pokarmowy";"białka";"tłuszczu";"węglo-wodanów"
;;;"g";"KJ";"kcal";"g";"g";"g";"g";"g";"g";"g";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mcg";"mcg";"mcg";"mcg";"mg";"mg";"mg";"mg";"mg";"mcg";"mcg";"mg";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"g";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"mg";"g";"g";"g";"g";;;
502;"8.4.1.003";"Dżem z czarnych porzeczek niskosłodzony";0;638;152;59,5;0,5;0,0;0,5;0,1;39,6;0,3;1;119;14;20;7;0,4;0,12;0,05;0,26;5;0;28;0,00;0,35;0,022;0,011;0,12;0,03;1,1;0,00;29,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0;5;13;14;21;10;13;11;18;3;18;45;23;26;79;130;19;21;31;34,6;0,0;0,0;2,8;1;1;98
503;"8.4.1.004";"Dżem z czarnych porzeczek wysokosłodzony";0;1051;251;35,2;0,5;0,0;0,5;0,1;63,9;0,3;1;120;14;21;7;0,4;0,13;0,05;0,27;5;0;29;0,00;0,36;0,022;0,011;0,12;0,03;1,1;0,00;32,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0;5;13;14;22;10;13;11;17;3;17;46;23;26;78;131;18;22;30;58,9;0,0;0,0;2,8;1;0;99
504;"8.4.1.005";"Dżem jagodowy niskosłodzony";0;640;153;61,2;0,3;0,0;0,3;0,2;38,2;0,1;1;26;6;6;1;0,3;0,19;0,05;0,34;2;0;14;0,00;0,75;0,007;0,007;0,11;0,02;0,5;0,00;2,9;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,03;0,07;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,16;0;14;27;7;7;5;16;6;12;2;19;22;7;19;34;55;19;17;13;33,5;0,0;0,0;1,3;1;1;98
505;"8.4.1.006";"Dżem z kiwi niskosłodzony";0;643;154;61,3;0,4;0,0;0,4;0,2;37,8;0,3;2;114;10;13;6;0,2;0,05;0,06;0,04;3;0;17;0,00;0,08;0,008;0,020;0,20;0,06;3;0,00;9,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,02;0,00;0,04;0,00;0,00;0,02;0,00;0,02;0,00;0,00;0,04;0,07;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,09;0;18;20;26;6;3;18;13;22;6;19;26;7;25;50;67;30;20;24;32,6;0,0;0,1;0,8;1;1;98
506;"8.4.1.007";"Dżem morelowy niskosłodzony";0;658;157;60,4;0,4;0,0;0,4;0,1;38,8;0,3;1;121;10;9;3;0,3;0,07;0,07;0,08;111;0;668;0,00;0,22;0,013;0,022;0,35;0,03;0,4;0,00;1,4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,04;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0;12;20;20;4;6;11;9;14;2;15;9;11;24;149;42;12;18;20;35,9;0,0;0,0;0,7;1;1;98
507;"8.4.1.008";"Dżem pomarańczowy niskosłodzony";0;665;159;60,2;0,3;0,0;0,3;0,1;39,2;0,2;1;56;10;7;4;0,1;0,05;0,03;0,01;6;0;35;0,00;0,06;0,024;0,009;0,06;0,03;1,8;0,00;7,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0;10;10;19;6;4;13;8;6;2;13;23;6;22;50;43;36;20;10;36,9;0,0;0,0;0,6;1;1;98
508;"8.4.1.009";"Dżem śliwkowy niskosłodzony";0;640;153;61,5;0,3;0,0;0,3;0,1;37,9;0,2;1;102;8;10;4;0,2;0,06;0,06;0,05;24;0;144;0,00;0,42;0,029;0,019;0,24;0,02;0,3;0,00;1,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,01;0,00;0,03;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0;9;11;9;3;2;9;3;9;2;11;7;7;16;142;22;6;20;11;33,9;0,0;0,0;0,8;1;1;98
509;"8.4.1.010";"Dżem śliwkowy wysokosłodzony";0;1051;251;37,3;0,3;0,0;0,3;0,1;62,1;0,2;2;104;8;10;4;0,2;0,07;0,07;0,05;24;0;145;0,00;0,42;0,029;0,019;0,24;0,02;0,3;0,00;1,3;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,00;0,01;0,00;0,03;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,04;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0;9;11;9;3;2;9;4;9;2;11;7;7;16;143;21;6;19;11;58,0;0,0;0,0;0,8;1;0;99
510;"8.4.1.011";"Dżem truskawkowy niskosłodzony";0;641;153;61,3;0,3;0,0;0,3;0,2;37,8;0,4;1;63;13;12;5;0,3;0,05;0,06;0,11;1;0;7;0,00;0,06;0,013;0,030;0,13;0,03;1,6;0,00;11,4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,03;0,07;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,12;0;8;18;14;0;3;10;12;11;4;10;15;6;18;79;52;14;11;14;35,1;0,0;0,0;0,8;1;1;98
511;"8.4.1.012";"Dżem truskawkowy wysokosłodzony";0;1056;252;36,8;0,3;0,0;0,3;0,2;62,3;0,4;1;64;13;12;5;0,3;0,05;0,06;0,11;1;0;7;0,00;0,06;0,013;0,031;0,13;0,03;1,6;0,00;11,5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,03;0,00;0,00;0,03;0,07;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,12;0;8;18;15;0;3;10;12;11;4;10;15;6;18;79;52;15;11;14;59,6;0,0;0,0;0,9;0;1;99
512;"8.4.1.013";"Dżem wiśniowy niskosłodzony";0;645;154;61,7;0,4;0,0;0,4;0,2;37,5;0,2;2;68;6;9;4;0,1;0,05;0,06;0,02;18;0;108;0,00;0,06;0,022;0,027;0,18;0,01;0,7;0,00;2,7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,01;0,00;0,04;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,05;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0;8;13;16;2;1;9;5;9;3;12;7;5;13;244;16;10;14;14;32,8;0,0;0,0;0,4;1;1;98
513;"8.4.1.014";"Dżem wiśniowy wysokosłodzony";0;1055;252;37,5;0,4;0,0;0,4;0,2;61,7;0,2;2;72;7;10;4;0,1;0,06;0,07;0,02;19;0;114;0,00;0,06;0,023;0,028;0,19;0,01;0,8;0,00;2,8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,01;0,00;0,04;0,00;0,00;0,00;0,00;0,05;0,00;0,00;0,05;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0;8;12;16;2;1;8;5;9;3;12;7;6;12;246;16;10;13;14;56,7;0,0;0,0;0,5;1;1;98
514;"8.4.1.015";"Powidła śliwkowe";0;895;214;45,1;1,0;0,0;1,0;0,2;53,0;0,7;3;346;40;27;18;2,2;0,18;0,19;0,15;77;0;460;0,00;0,10;0,090;0,033;0,75;0,08;0,3;0,00;3,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,00;0,01;0,00;0,04;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,01;0,07;0,04;0,00;0,00;0,00;0,00;0,00;0,00;0,11;0;31;39;31;11;7;31;11;31;8;36;25;25;53;467;70;22;63;38;38,0;0,0;0,0;1,8;2;1;97
515;"8.4.2.001";"Ananas, plastry w syropie";0;350;84;78,1;0,4;0,0;0,4;0,1;21,0;0,4;1;105;14;7;11;0,2;0,10;0,02;0,50;3;0;18;0,00;0,06;0,070;0,020;0,30;0,07;5;0,00;8,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;18;30;44;3;2;19;11;20;6;11;29;9;13;54;42;45;20;23;16,5;0,0;0,0;1,0;2;1;97
516;"8.4.2.002";"Oliwki zielone marynowane";0;523;125;76,0;1,4;0,0;1,4;12,7;4,1;5,8;2400;55;61;17;22;1,6;0,22;0,23;0,08;30;0;180;0,00;1,99;0,000;0,000;0,10;0,02;10;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,45;0,00;0,28;0,05;1,78;0,00;0,00;0,13;0,00;8,74;0,00;0,00;8,87;1,34;0,08;0,00;0,00;0,00;0,00;0,00;0,00;1,42;0;23;98;95;24;13;70;59;52;20;88;67;28;88;261;131;118;85;82;0,1;0,0;0,0;2,4;5;89;6
517;"8.4.2.003";"Brzoskwinia w syropie";0;305;73;81,1;0,4;0,0;0,4;0,1;18,2;0,2;6;92;3;11;6;0,3;0,31;0,04;0,05;43;0;260;0,00;0,50;0,010;0,025;0,60;0,02;7;0,00;4,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,04;0,00;0,00;0,04;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,05;0;14;26;15;12;4;15;13;19;1;26;12;8;28;79;71;17;20;22;6,7;0,0;0,0;0,9;2;1;97
518;"9.1.1.001";"Migdały";0;2393;572;4,5;20,0;0,0;20,0;52,0;20,5;3,0;14;778;239;454;269;3,0;3,19;1,00;1,70;0;0;0;0,00;24,00;0,210;0,780;3,40;0,11;96;0,00;5,6;0,00;0,00;0,00;0,00;0,00;0,30;0,00;3,44;0,00;1,00;0,00;4,74;0,00;0,00;0,30;0,00;33,30;0,05;0,00;33,65;10,50;0,40;0,00;0,00;0,00;0,00;0,00;0,00;10,90;0;697;1333;576;198;310;955;611;636;310;886;2150;482;808;2021;5102;1066;1084;774;4,2;0,0;2,7;12,9;14;81;5
519;"9.1.1.002";"Orzechy arachidowe";0;2345;560;6,7;25,7;0,0;25,7;46,1;19,2;2,3;16;720;58;385;180;3,2;3,10;0,86;1,50;0;0;0;0,00;9,10;0,660;0,130;14,20;0,30;110;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,22;0,00;4,83;0,00;1,05;0,00;6,10;0,00;0,00;0,00;0,00;22,30;0,61;0,00;22,91;14,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,58;0;886;1732;886;224;295;1304;1100;672;275;1059;3107;672;1008;3107;5399;1528;1141;1304;6,2;0,0;5,5;7,3;19;72;9
520;"9.1.1.003";"Orzech kokosowy";0;1403;335;46,9;3,4;0,0;3,4;33,5;15,2;1,0;20;355;14;94;43;1,8;0,50;0,44;1,00;0;0;0;0,00;0,73;0,070;0,020;0,50;0,05;26;0,00;3,0;0,63;1,00;1,00;2,27;15,30;5,06;0,00;2,88;0,00;0,77;0,32;29,23;0,00;0,00;0,13;0,00;2,11;0,00;0,00;2,24;0,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,58;0;121;233;140;58;62;158;98;112;36;186;513;72;158;308;708;149;130;158;3,7;0,0;0,0;9,0;4;88;8
521;"9.1.1.004";"Wiórki kokosowe";0;2534;606;2,3;5,6;0,0;5,6;63,2;27,0;1,9;28;660;23;160;90;3,6;0,90;0,55;1,80;0;0;0;0,00;1,26;0,030;0,050;0,90;0,09;24;0,00;0,0;1,14;1,80;1,80;3,75;27,60;10,30;0,00;5,10;0,00;1,70;0,06;53,25;0,00;0,00;0,00;0,00;4,46;0,12;0,00;4,58;1,31;0,06;0,00;0,00;0,00;0,00;0,00;0,00;1,37;0;201;380;223;97;105;261;156;186;61;313;842;119;261;500;1170;246;209;268;5,6;0,0;0,0;21,1;4;92;4
522;"9.1.1.005";"Orzechy laskowe";0;2678;640;5,3;14,4;0,0;14,4;63,0;14,9;2,4;2;616;186;333;140;3,4;2,44;1,29;4,20;5;0;30;0,00;38,71;0,300;0,080;1,00;0,55;72;0,00;3,0;0,00;0,00;0,00;0,00;0,00;0,18;0,00;3,13;0,00;1,08;0,12;4,51;0,00;0,00;0,18;0,00;48,56;0,06;0,00;48,80;6,44;0,12;0,00;0,00;0,00;0,00;0,00;0,00;6,56;0;852;847;402;109;59;485;511;363;152;873;2041;246;426;982;2784;1188;764;1316;3,7;0,0;2,0;8,9;9;87;4
523;"9.1.1.006";"Orzechy pistacjowe";0;2464;589;3,6;20,5;0,0;20,5;48,5;25,0;2,4;6;1090;135;500;158;6,7;1,30;0,81;0,88;23;0;140;0,00;5,20;0,820;0,170;1,10;0,00;58;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,05;0,00;5,35;0,65;0,00;0,00;6,05;0,00;0,00;0,28;0,00;32,00;0,23;0,00;32,51;7,01;0,23;0,00;0,00;0,00;0,00;0,00;0,00;7,24;0;862;1478;1126;334;449;1038;625;634;246;1241;1928;475;871;1866;4333;968;836;1188;5,7;0,0;2,5;6,1;14;73;13
524;"9.1.1.007";"Orzechy włoskie";0;2699;645;3,8;16,0;0,0;16,0;60,3;18,0;1,9;4;474;87;332;99;1,8;2,72;0,28;3,60;8;0;48;0,00;2,60;0,390;0,120;1,19;0,73;66;0,00;5,8;0,00;0,00;0,00;0,00;0,00;0,63;0,00;4,32;0,00;1,21;0,40;6,56;0,00;0,00;0,12;0,00;9,28;0,00;0,00;9,40;34,59;6,57;0,00;0,00;0,00;0,00;0,00;0,00;41,16;0;772;1479;307;266;348;809;664;531;199;869;2431;385;617;1474;2787;751;536;777;2,2;0,0;1,6;6,5;10;83;7
525;"10.1.1.001";"Mak niebieski";0;2000;478;6,1;20,1;0,0;20,1;42,9;24,7;6,2;6;963;1266;1022;458;8,1;3,34;0,42;3,71;0;0;0;0,00;1,80;0,073;0,120;0,81;0,44;58;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,33;0,00;1,17;0,00;5,50;0,00;0,00;0,00;0,00;8,03;0,00;0,00;8,03;25,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,47;0;895;1426;1011;312;311;800;305;874;276;1215;2059;524;1011;1986;4205;1055;1077;756;1,4;0,0;1,0;20,5;17;79;4
526;"10.1.1.002";"Sezam, nasiona";0;2646;632;3,7;23,2;0,0;23,2;59,9;10,0;3,2;13;387;114;775;377;5,9;2,79;1,30;1,42;2;0;12;0,00;2,53;0,783;0,447;7,50;0,79;97;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,10;0,00;4,47;0,00;2,09;0,00;6,66;0,00;0,00;0,14;0,00;18,50;0,05;0,00;18,69;21,40;0,38;0,00;0,00;0,00;0,00;0,00;0,00;21,78;0;1050;1737;715;715;295;1192;811;1021;325;1259;2473;553;1270;1537;4200;1660;1270;1116;0,2;0,0;0,5;7,9;15;84;1
527;"10.1.1.003";"Słonecznik, nasiona";0;2348;561;3,5;24,4;0,0;24,4;43,7;24,6;3,8;3;793;131;784;359;4,2;2,69;1,87;2,61;5;0;30;0,00;27,81;1,318;0,263;6,97;0,60;60;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,04;0,00;2,46;0,00;1,92;0,00;4,42;0,00;0,00;0,04;0,00;8,27;0,04;0,00;8,35;28,78;0,04;0,00;0,00;0,00;0,00;0,00;0,00;28,82;0;1112;1619;917;478;439;1140;652;907;342;1287;2340;615;1092;2389;5442;1424;1151;1053;1,7;0,0;16,3;6,0;18;69;13
528;"10.1.1.004";"Dynia, pestki";0;2327;556;6,8;24,5;0,0;24,5;45,8;18,0;4,9;18;810;43;1170;540;15,0;7,50;1,57;0,00;38;0;228;0,00;26,00;0,210;0,320;1,70;0,10;60;0,00;0,0;0,00;0,00;0,00;0,00;0,04;0,04;0,00;5,60;0,00;2,80;0,00;8,67;0,00;0,00;0,09;0,00;14,10;0,00;0,00;15,50;20,70;0,18;0,00;0,00;0,00;0,00;0,00;0,00;20,90;0;1095;1808;1591;478;261;1061;887;782;374;1713;3504;591;1009;2156;3756;1565;869;1000;1,1;0,0;1,4;5,3;18;73;9
529;"11.1.1.001";"Cukier";0;1697;406;0,2;0,0;0,0;0,0;0,0;99,8;0,0;1;2;1;0;0;0,0;0,02;0,02;0,01;0;0;0;0,00;0,00;0,000;0,000;0,00;0,00;0;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99,8;0,0;0,0;0,0;0;0;100
530;"11.1.1.002";"Miód pszczeli";0;1357;324;20,0;0,3;0,3;0,0;0,0;79,5;0,2;7;46;5;16;5;0,9;0,10;0,09;0,03;0;0;0;0,00;0,00;0,004;0,040;0,20;0,02;0;0,00;1,4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,0;0,0;0,0;0,0;0;0;100
531;"11.1.1.003";"Miód sztuczny";0;1404;336;17,2;0,1;0,0;0,1;0,0;82,5;0,2;19;5;6;0;0;0,0;0,02;0,02;0,01;0;0;0;0,00;0,00;0,000;0,000;0,00;0,00;0;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,3;0,0;0,0;0,0;0;0;100
532;"11.2.1.001";"Irysy, krówki";0;1763;421;7,7;4,3;4,3;0,0;10,7;76,1;1,2;97;266;181;130;19;0,2;0,65;0,05;0,03;40;35;30;0,00;0,00;0,062;0,231;0,15;0,03;0;0,00;0,0;0,34;0,21;0,12;0,28;0,37;1,13;0,12;2,63;0,09;1,13;0,00;6,42;0,15;0,06;0,28;0,12;2,81;0,05;0,00;3,47;0,15;0,15;0,00;0,00;0,00;0,00;0,00;0,00;0,30;50;225;382;354;105;39;196;189;178;55;293;133;107;132;306;885;79;410;231;56,0;6,5;12,8;0,0;4;22;74
533;"11.2.1.002";"Karmelki nadziewane";0;1583;378;6,9;0,3;0,0;0,3;0,5;92,0;0,3;80;18;23;12;18;1,4;0,20;0,13;0,07;0;0;0;0,00;0,00;0,000;0,000;0,00;0,00;0;0,00;0,0;0,01;0,01;0,01;0,01;0,01;0,05;0,01;0,12;0,00;0,05;0,00;0,28;0,01;0,00;0,01;0,01;0,13;0,00;0,00;0,16;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62,4;0,0;28,6;0,3;0;1;99
534;"11.2.1.003";"Karmelki twarde";0;1669;399;1,7;0,0;0,0;0,0;0,0;98,2;0,1;30;3;23;16;3;0,4;0,08;0,02;0,03;0;0;0;0,00;0,00;0,000;0,000;0,00;0,00;0;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97,8;0,0;0,4;0,0;0;0;100
535;"11.3.1.001";"Kakao 16%, proszek";0;1876;448;4,3;18,2;0,0;18,2;21,7;50,6;5,2;17;1927;138;666;420;10,7;6,56;3,71;2,49;2;0;12;0,00;0,37;0,110;0,460;2,40;0,07;38;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,11;0,00;5,52;0,00;6,95;0,16;12,74;0,00;0,00;0,04;0,00;7,20;0,00;0,00;7,24;0,66;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,69;0;788;1162;955;241;415;872;643;830;249;1287;1287;339;955;1993;3278;872;996;1038;0,0;0,0;11,1;5,7;16;43;41
536;"11.4.1.001";"Baton Bounty Milk";0;1876;448;8,6;4,2;1,6;2,6;25,2;56,7;5,3;128;263;57;102;39;1,5;0,60;0,30;0,20;1;0;6;0,30;0,30;0,300;0,100;0,30;0,03;10;0,00;0,0;0,00;0,00;1,02;0,94;8,28;3,07;0,02;4,35;0,05;3,93;0,05;21,72;0,00;0,00;0,01;0,00;3,15;0,00;0,00;3,16;0,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,30;5;192;354;206;115;39;188;161;177;62;256;339;102;183;362;826;148;267;223;40,2;2,4;7,9;5,4;4;50;46
537;"11.4.1.002";"Baton Mars";0;1889;451;6,6;3,6;2,6;1,0;18,2;68,9;2,7;186;192;95;110;32;1,2;0,70;0,20;0,20;2;0;10;0,30;0,50;0,050;0,200;0,10;0,03;10;0,00;0,0;0,00;0,00;0,02;0,06;0,10;0,39;0,05;6,25;0,08;4,63;0,09;11,70;0,00;0,00;0,04;0,00;5,79;0,04;0,00;5,87;0,58;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,59;8;180;335;195;101;22;164;161;159;59;234;169;90;134;291;703;95;309;200;40,6;6,2;6,0;1,0;3;36;61
538;"11.4.1.003";"Baton Milky Way";0;1873;448;6,1;3,6;2,6;1,0;16,2;71,8;2,3;242;145;90;84;21;1,1;0,50;0,10;0,25;1;0;6;0,40;0,10;0,050;0,200;0,10;0,03;10;0,00;0,0;0,00;0,00;0,02;0,06;0,14;0,32;0,03;5,68;0,06;4,23;0,06;10,61;0,00;0,00;0,01;0,00;4,95;0,00;0,00;4,96;0,58;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,61;7;181;334;201;96;22;163;159;159;56;236;133;90;129;288;729;90;330;203;46,3;6,5;4,8;0,5;3;32;65
539;"11.4.1.004";"Baton Snickers";0;2079;497;5,2;9,7;2,2;7,5;28,9;52,6;3,6;359;312;98;186;72;1,3;1,30;0,40;0,25;1;0;6;0,20;1,00;0,100;0,200;3,40;0,20;40;0,00;0,0;0,00;0,00;0,03;0,07;0,13;0,39;0,04;7,69;0,07;4,38;0,22;13,32;0,00;0,00;0,05;0,00;10,88;0,05;0,00;10,98;4,43;0,05;0,00;0,00;0,00;0,00;0,00;0,00;4,48;5;415;802;377;100;129;490;438;327;105;490;885;234;376;1091;1970;429;530;512;28,2;4,5;6,0;2,9;8;51;41
540;"11.4.1.005";"Baton Twix";0;2023;483;4,2;5,3;3,5;1,8;23,2;64,2;3,1;170;159;109;96;24;1,3;0,50;0,20;0,22;2;0;10;0,30;0,20;0,100;0,100;0,30;0,10;10;0,00;0,0;0,00;0,00;0,01;0,03;0,06;0,23;0,02;7,08;0,05;4,82;0,07;12,39;0,00;0,00;0,03;0,00;10,01;0,01;0,00;10,05;0,67;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,68;5;241;454;219;112;56;247;215;206;139;304;195;121;189;359;1302;162;495;284;31,8;6,0;15,5;1,0;4;43;53
541;"11.4.1.006";"Czekolada deserowa";0;2224;531;0,5;5,3;0,0;5,3;28,9;64,0;1,3;3;456;33;191;129;1,7;1,91;0,13;0,60;3;0;18;0,00;0,19;0,035;0,011;0,36;0,03;10;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,34;0,00;10,60;0,00;17,94;0,00;0,00;0,00;0,00;8,44;0,00;0,00;8,44;0,21;0,73;0,00;0,00;0,26;0,00;0,00;0,00;1,20;0;207;363;270;92;113;264;237;242;50;327;399;108;257;614;947;268;247;293;49,6;0,0;5,1;1,4;4;48;48
542;"11.4.1.007";"Czekolada gorzka";0;2316;554;0,6;6,7;0,0;6,7;34,3;56,6;1,8;4;581;42;244;165;2,1;2,43;0,16;0,77;4;0;23;0,00;0,24;0,044;0,013;0,46;0,04;10;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,72;0,00;12,63;0,00;21,35;0,00;0,00;0,00;0,00;10,12;0,00;0,00;10,12;0,16;0,86;0,00;0,00;0,33;0,00;0,00;0,00;1,35;0;262;459;342;117;143;334;300;307;64;414;504;137;326;776;1195;340;312;370;38,3;0,0;6,5;1,7;5;55;40
543;"11.4.1.008";"Czekolada kawowa";0;2202;526;0,9;5,5;0,0;5,5;29,0;62,7;1,9;5;498;36;194;134;1,8;1,91;0,15;0,60;3;0;18;0,00;0,25;0,036;0,015;0,69;0,03;7;0,00;0,0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,36;0,00;10,52;0,00;17,88;0,00;0,00;0,02;0,00;8,38;0,00;0,00;8,40;0,28;0,86;0,00;0,00;0,25;0,00;0,00;0,00;1,39;0;215;380;270;99;114;274;243;247;56;338;397;113;270;632;1012;284;258;296;47,8;0,0;5,0;1,8;4;49;47
